phase,RV_RM,transit_sorted,RV_planet,RV_star,RV_tel
0.3569653220182595,1.1232877319765338,1,173.13590041927148,0,-47.439898971957554
0.35928510795344243,1.0849270738476833,1,171.1097038321318,0,-47.442437898997284
0.3616048938883359,1.0463359276719828,1,169.04715573074859,0,-47.44489338336266
0.3639246794567209,1.0075224981156514,1,166.94869462862485,0,-47.44726500343107
0.36624446539161437,0.968495018659233,1,164.8147656716509,0,-47.44955237152536
0.3685642509599994,0.9292617928507287,1,162.64582287791282,0,-47.45175513119301
0.37088403689489285,0.8898311432219296,1,160.4423263445599,0,-47.453872960510324
0.3732038224632779,0.8502114590999574,1,158.2047448909853,0,-47.455905568966756
0.37552360839817134,0.8104111449958817,1,155.9335531746355,0,-47.45785270051038
0.37784339433306485,0.7704386625587208,1,153.62923405118138,0,-47.4597141310952
0.3801631799014498,0.7303025101226996,1,151.29227743500064,0,-47.46148966990773
0.38248296583634334,0.6900112017571483,1,148.92317906396175,0,-47.46317915977286
0.38480275140472836,0.6495733099042976,1,146.5224429911656,0,-47.464782476058595
0.3871225373396218,0.6089974126413646,1,144.0905784839965,0,-47.46629952763453
0.3894423232745153,0.568292136519275,1,141.62810255833438,0,-47.46773025600832
0.3917621088429003,0.5274661356566837,1,139.13553875266527,0,-47.46907463585706
0.39408189477779376,0.48652807046025026,1,136.61341581376143,0,-47.47033267509802
0.3964016803461788,0.4454866509772073,1,134.06227035247198,0,-47.471504414159256
0.39872146628107225,0.4043505833108975,1,131.48264354247726,0,-47.472589926701566
0.40104125221625525,0.36312861311164024,1,128.87508381476135,0,-47.47358931882432
0.40336103778435073,0.32182950435425356,1,126.24014555349466,0,-47.47450272932764
0.40568082371953373,0.28046201778501034,1,123.57838770598256,0,-47.47533032994461
0.4080006092876292,0.23903495483615927,1,120.8903765933458,0,-47.47607232418628
0.4103203952228122,0.19755710339679236,1,118.1766824211904,0,-47.47672894854952
0.4126401807909077,0.15603728838061615,1,115.43788256071723,0,-47.477300471179
0.4149599667260907,0.11448431735214329,1,112.67455799130812,0,-47.47778719256466
0.41727975266098416,0.07290702463213937,1,109.88729620105497,0,-47.47818944484608
0.41959953822907964,0.031314249708233786,1,107.07668977751307,0,-47.47850759192727
0.42191932416426264,-0.010285184372947953,1,104.24333493267821,0,-47.47874202921212
0.4242391097323582,-0.05188242682952399,1,101.38783449700423,0,-47.478893183232245
0.4265588956675411,-0.0934686536723618,1,98.51079420547073,0,-47.47896151177278
0.4288786816024346,-0.1350350234999006,1,95.61282572329708,0,-47.47894750327465
0.4311984671708196,-0.17657269916242352,1,92.69454517359954,0,-47.478851676967395
0.43351825310571307,-0.21807286928592284,1,89.75657161030871,0,-47.47867458221427
0.4358380386740981,-0.25952670422883445,1,86.79953012130758,0,-47.47841679881687
0.43815782460899155,-0.30092541040225573,1,83.8240479828725,0,-47.47807893618289
0.4404776101773766,-0.34226017975225276,1,80.83075826326996,0,-47.47766163325683
0.44279739611227004,-0.38352224394726914,1,77.8202959281021,0,-47.477165558326845
0.44511718204716355,-0.4247028305048551,1,74.79330100856285,0,-47.47659140874375
0.4474369676155485,-0.46579318430361716,1,71.75041705856884,0,-47.47593991041224
0.44975675355044203,-0.5067845888597909,1,68.69228956413055,0,-47.47521181748728
0.452076539118827,-0.5476683227775777,1,65.61956917727063,0,-47.4744079125723
0.4543963250537205,-0.5884357134034237,1,62.5329077131935,0,-47.473529005315974
